Control ID,Control Area,Control Statement,Control Type,Frequency,Objective,Framework Mapping,Source Name,Source Document
CTRL_000001,General Compliance,By Authority Of THE UNITED STATES OF AMERICA Legally Binding Document By the Authority Vested By Part 5 of the United States Code § 552(a) and Part 1 of the Code of Regulations § 51 the attached document has been duly INCORPORATED BY REFERENCE and shall be considered legally binding upon all citizens and residents of the United States of America.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Maritime Security,Maritime Security,imo.isps.2003.pdf
CTRL_000002,General Compliance,INTERNATIONAL MANAGEMENT CODE FOR THE SAFE OPERATION OF SHIPS AND FOR POLLUTION PREVENTION (INTERNATIONAL SAFETY MANAGEMENT (ISM) CODE) PART A: IMPLEMENTATION 1.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000003,General Compliance,"1.1.1 International Safety Management (ISM) Code means the International Management Code for the Safe Operation of Ships and for Pollution Prevention as adopted by the Assembly, as may be amended by the Organization.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000004,Environmental Safety,1.1.4 Safety Management System means a structured and documented system enabling Company personnel to implement effectively the Company safety and environmental protection policy.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000005,General Compliance,1.1.6 Safety Management Certificate means a document issued to a ship which signifies that the Company and its shipboard management operate in accordance with the approved safety management system.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000006,General Compliance,"1.1.7 Objective evidence means quantitative or qualitative information, records or statements of fact pertaining of safety or to the existence and implementation of a safety management system element, which is based on observation, measurement or test and which can be verified.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000007,Risk Management,1.1.10 Major non-conformity means an identifiable deviation that poses a serious threat to the safety of personnel or the ship or a serious risk to the environment that requires immediate corrective action or the lack of effective and systematic implementation of a requirement of this Code.,Preventive,Not Specified,Reduce operational and compliance risks,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000008,Environmental Safety,"1.2 Objectives 1.2.1 The objectives of the Code are to ensure safety at sea, prevention of human injury or loss of life, and avoidance of damage to the environment, in particular to the marine environment, and to property.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000009,Risk Management,"1.2.2 Safety-management objectives of the Company should, inter alia: .1 provide for safe practices in ship operation and a safe working environment; .2 assess all identified risks to its ships, personnel and the environment and establish appropriate safeguards; and .3 continuously improve safety-management skills of personnel ashore and aboard ships, including preparing for emergencies related both to safety and environmental protection.",Preventive,Continuous,Reduce operational and compliance risks,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000010,General Compliance,"1.2.3 The safety-management system should ensure: .1 compliance with mandatory rules and regulations; and .2 that applicable codes, guidelines and standards recommended by the Organization, Administrations, classification societies and maritime industry organizations are taken into account.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000011,Audit & Monitoring,"Revised ISM Code Effective as from 1 January 2015 1.4 Functional requirements for a safety-management system Every Company should develop, implement and maintain a safety management system (SMS) which includes the following functional requirements: .1 a safety and environmental-protection policy; .2 instructions and procedures to ensure safe operation of ships and protection of the environment in compliance with relevant international and flag State legislation; .3 defined levels of authority and lines of communication between, and amongst, shore and shipboard personnel; .4 procedures for reporting accidents and non- conformities with the provisions of this Code; .5 procedures to prepare for and respond to emergency situations ;and .6 procedures for internal audits and management reviews.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000012,Environmental Safety,SAFETY AND ENVIRONMENTAL PROTECTION POLICY 2.1 The Company should establish a safety and environmental-protection policy which describes how the objectives given in paragraph 1.2 will be achieved.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000013,General Compliance,"2.2 The Company should ensure that the policy is implemented and maintained at all levels of the organization both, ship-based and shore-based 3.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000014,General Compliance,"COMPANY RESPONSIBILITIES AND AUTHORITY 3.1 If the entity who is responsible for the operation of the ship is other than the owner, the owner must report the full name and details of such entity to the Administration.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000015,General Compliance,"3.2 The Company should define and document the responsibility, authority and interrelation of all personnel who manage, perform and verify work relating to and affecting safety and pollution prevention.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000016,Access Control,"DESIGNATED PERSON(S) To ensure the safe operation of each ship and to provide a link between the Company and those on board, every Company, as appropriate, should designate a person or persons ashore having direct access to the highest level of management.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000017,Audit & Monitoring,"The responsibility and authority of the designated person or persons should include monitoring the safety and pollution- prevention aspects of the operation of each ship and ensuring that adequate resources and shore-based support are applied, as required.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000018,Environmental Safety,MASTER'S RESPONSIBILITY AND AUTHORITY 5.1 The Company should clearly define and document the master's responsibility with regard to: .1 implementing the safety and environmental-protection policy of the Company; .2 motivating the crew in the observation of that policy; .3 issuing appropriate orders and instructions in a clear and simple manner; .4 verifying that specified requirements are observed; and .5 periodically reviewing the SMS and reporting its deficiencies to the shore-based management.,Preventive,Periodic,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000019,General Compliance,5.2 The Company should ensure that the SMS operating on board the ship contains a clear statement emphasizing the master's authority.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000020,General Compliance,The Company should establish in the SMS that the master has the overriding authority and the responsibility to make decisions with respect to safety and pollution prevention and to request the Company's assistance as may be necessary.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000021,General Compliance,RESOURCES AND PERSONNEL 6.1 The Company should ensure that the master is: .1 properly qualified for command; .2 fully conversant with the Company's SMS; and .3 given the necessary support so that the master's duties can be safely performed.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000022,General Compliance,"6.2 The Company should ensure that each ship is: .1 manned with qualified, certificated and medically fit seafarers in accordance with national and international requirements; and .2 appropriately manned in order to encompass all aspects of maintaining safe operation on board.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000023,Environmental Safety,"* * Refer to the Principles of minimum safe manning, adopted by the Organization by Resolution A.1047(27) 6.3 The Company should establish procedures to ensure that new personnel and personnel transferred to new assignments related to safety and protection of the environment are given proper familiarization with their duties.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000024,General Compliance,"Instructions which are essential to be provided prior to sailing should be identified, documented and given.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000025,General Compliance,"6.4 The Company should ensure that all personnel involved in the Company's SMS have an adequate understanding of relevant rules, regulations, codes and guidelines.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000026,Training & Awareness,6.5 The Company should establish and maintain procedures for identifying any training which may be required in support of the SMS and ensure that such training is provided for all personnel concerned.,Preventive,Not Specified,Improve personnel awareness and preparedness,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000027,General Compliance,6.6 The Company should establish procedures by which the ship's personnel receive relevant information on the SMS in a working language or languages understood by them.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000028,General Compliance,6.7 The Company should ensure that the ship's personnel are able to communicate effectively in the execution of their duties related to the SMS.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000029,Environmental Safety,"SHIPBOARD OPERATIONS The Company should establish procedures, plans and instructions, , including checklist as appropriate, for key shipboard operations concerning the safety of the personnel, ship and protection of the environment.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000030,General Compliance,The various tasks should be defined and assigned to qualified personnel.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000031,Emergency Preparedness,"EMERGENCY PREPAREDNESS 8.1 The Company should identify potential emergency shipboard situations, and establish procedures to respond to them.",Corrective,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000032,Emergency Preparedness,8.2 The Company should establish programmes for drills and exercises to prepare for emergency actions.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000033,Emergency Preparedness,"8.3 The SMS should provide for measures ensuring that the Company's organization can respond at any time to hazards, accidents and emergency situations involving its ships.",Corrective,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000034,General Compliance,"REPORTS AND ANALYSIS OF NON-CONFORMITIES, ACCIDENTS AND HAZARDOUS OCCURRENCES 9.1 The SMS should include procedures ensuring that non- conformities, accidents and hazardous situations are reported to the Company, investigated and analysed with the objective of improving safety and pollution prevention.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000035,General Compliance,"9.2 The Company should establish procedures for the implementation of corrective action, including measures intended to prevent recurrence.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000036,Operational Maintenance,MAINTENANCE OF THE SHIP AND EQUIPMENT 10.1 The Company should establish procedures to ensure that the ship is maintained in conformity with the provisions of the relevant rules and regulations and with any additional requirements which may be established by the Company.,Preventive,Not Specified,Ensure operational reliability,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000037,General Compliance,"10.2 In meeting these requirements the Company should ensure that: .1 inspections are held at appropriate intervals; .2 any non-conformity is reported, with its possible cause, if known; .3 appropriate corrective action is taken; and .4 records of these activities are maintained.",Detective,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000038,General Compliance,10.3 The Company should identify equipment and technical systems the sudden operational failure of which may result in hazardous situations.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000039,General Compliance,The SMS should provide for specific measures aimed at promoting the reliability of such equipment or systems.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000040,General Compliance,These measures should include the regular testing of stand-by arrangements and equipment or technical systems that are not in continuous use.,Preventive,Continuous,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000041,Operational Maintenance,10.4 The inspections mentioned in 10.2 as well as the measures referred to in 10.3 should be integrated into the ship's operational maintenance routine.,Detective,Not Specified,Ensure operational reliability,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000042,General Compliance,DOCUMENTATION 11.1 The Company should establish and maintain procedures to control all documents and data which are relevant to the SMS 11.2 The Company should ensure that: .1 valid documents are available at all relevant locations; .2 changes to documents are reviewed and approved by authorized personnel; and .3 obsolete documents are promptly removed.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000043,General Compliance,11.3 The documents used to describe and implement the SMS may be referred to as the Safety Management Manual.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000044,General Compliance,Documentation should be kept in a form that the Company considers most effective.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000045,General Compliance,Each ship should carry on board all documentation relevant to that ship.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000046,Audit & Monitoring,"COMPANY VERIFICATION, REVIEW AND EVALUATION 12.1 The Company should carry out internal safety audits on board and ashore at intervals not exceeding twelve months to verify whether safety and pollution-prevention activities comply with the SMS.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000047,General Compliance,12.2 The Company should periodically verify whether all those undertaking delegated ISM-related tasks are acting in conformity with the Company’s responsibilities under the Code.,Detective,Periodic,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000048,Audit & Monitoring,12.3 The Company should periodically evaluate the effectiveness of the SMS in accordance with procedures established by the Company 12.4 The audits and possible corrective actions should be carried out in accordance with documented procedures.,Detective,Periodic,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000049,Audit & Monitoring,12.5 Personnel carrying out audits should be independent of the areas being audited unless this is impracticable due to the size and the nature of the Company.,Detective,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000050,Audit & Monitoring,12.6 The results of the audits and reviews should be brought to the attention of all personnel having responsibility in the area involved.,Detective,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000051,General Compliance,12.7 The management personnel responsible for the area involved should take timely corrective action on deficiencies found.,Corrective,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000052,General Compliance,"PART B – CERTIFICATION AND VERIFICATION 13 CERTIFICATION AND PERIODICAL VERIFICATION 13.1 The ship should be operated by a Company which has been issued with a Document of Compliance or with an Interim Document of Compliance in accordance with paragraph 14.1, relevant to that ship.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000053,General Compliance,"13.2 The Document of Compliance should be issued by the Administration, by an organization recognized by the Administration or, at the request of the Administration, by another Contracting Government to the Convention to any Company complying with the requirements of this Code for a period specified by the Administration which should not exceed five years.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000054,General Compliance,Such a document should be accepted as evidence that the Company is capable of complying with the requirements of this Code.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000055,General Compliance,Such indication should be based on the types of ships on which the initial verification was based.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000056,General Compliance,Other ship types should only be added after verification of the Company’s capability to comply with the requirements of this Code applicable to such ship types.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000057,General Compliance,"13.4 The validity of a Document of Compliance should be subject to annual verification by the Administration or by an organization recognized by the Administration or, at the request of the Administration by another Contracting Government within three months before or after the anniversary date.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000058,General Compliance,"13.5 The Document of Compliance should be withdrawn by the Administration or, at its request, by the Contracting Government which issued the document, when the annual verification required in paragraph 13.4 is not requested or if there is evidence of major non-conformities with this Code.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000059,General Compliance,13.5.1 All associated Safety Management Certificates and/or Interim Safety Management Certificates should also be withdrawn if the Document of Compliance is withdrawn.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000060,General Compliance,"13.6 A copy of the Document of Compliance should be placed on board in order that the master of the ship, if so requested, may produce it for verification by the Administration or by an organization recognized by the Administration or for the purposes of the control referred to in regulation IX/6.2 of the Convention.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000061,General Compliance,The copy of the document is not required to be authenticated or certified.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000062,General Compliance,"13.7 The Safety Management Certificate should be issued to a ship for a period which should not exceed five years by the Administration or an organization recognized by the Administration or, at the request of the Administration, by another Contracting Government.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000063,General Compliance,The Safety Management Certificate should be issued after verifying that the Company and its shipboard management operate in accordance with the approved safety management system.,Detective,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000064,General Compliance,Such a certificate should be accepted as evidence that the ship is complying with the requirements of this Code.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000065,General Compliance,"13.8 The validity of the Safety Management Certificate should be subject to at least one intermediate verification by the Administration or an organization recognized by the Administration or, at the request of the Administration, by another Contracting Government.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000066,General Compliance,"If only one intermediate verification is to be carried out and the period of validity of the Safety Management Certificate is five years, it should take place between the second and third anniversary date of the Safety Management Certificate.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000067,General Compliance,"13.9 In addition to the requirements of paragraph 13.5.1, the Safety Management Certificate should be withdrawn by the Administration or, at the request of the Administration, by the Contracting Government which has issued it when the intermediate verification required in paragraph 13.8 is not requested or if there is evidence of major non-conformities with this Code.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000068,General Compliance,"13.10 Notwithstanding the requirements of paragraphs 13.2 and 13.7, when the renewal verification is completed within three months before the expiry date of the existing Document of Compliance or Safety Management Certificate, the new Document of Compliance or the new Safety Management Certificate should be valid from the date of completion of the renewal verification for a period not exceeding five years from the date of expiry of the existing Document of Compliance or Safety Management Certificate.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000069,General Compliance,"13.13 If a renewal verification has been completed and a new Safety Management Certificate cannot be issued or placed on board the ship before the expiry date of the existing certificate, the Administration or organization recognized by the Administration may endorse the existing certificate and such a certificate should be accepted as valid for a further period which should not exceed five months from the expiry date.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000070,General Compliance,"13.14 If a ship at the time when a Safety Management Certificate expires is not in a port in which it is to be verified, the Administration may extend the period of validity of the Safety Management Certificate but this extension should be granted only for the purpose of allowing the ship to complete its voyage to the port in which it is to be verified, and then only in cases where it appears proper and reasonable to do so.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000071,General Compliance,"No Safety Management Certificate should be extended for a period of longer than three months, and the ship to which an extension is granted should not, on its arrival in the port in which it is to be verified, be entitled by virtue of such extension to leave that port without having a new Safety Management Certificate.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000072,General Compliance,"When the renewal verification is completed, the new Safety Management Certificate should be valid to a date not exceeding five years from the expiry date of the existing Safety Management Certificate before the extension was granted.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000073,General Compliance,"14 INTERIM CERTIFICATION 14.1 An Interim Document of Compliance may be issued to facilitate initial implementation of this Code when: .1 a Company is newly established; or .2 new ship types are to be added to an existing Document of Compliance, following verification that the Company has a safety management system that meets the objectives of paragraph 1.2.3 of this Code, provided the Company demonstrates plans to implement a safety management system meeting the full requirements of this Code within the period of validity of the Interim Document of Compliance.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000074,General Compliance,"Such an Interim Document of Compliance should be issued for a period not exceeding 12 months by the Administration or by an organization recognized by the Administration or, at the request of the Administration, by another Contracting Government.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000075,General Compliance,"14.3 An Administration or, at the request of the Administration, another Contracting Government may, in special cases, extend the validity of an Interim Safety Management Certificate for a further period which should not exceed 6 months from the date of expiry.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000076,Audit & Monitoring,"14.4 An Interim Safety Management Certificate may be issued following verification that: .1the Document of Compliance, or the Interim Document of Compliance, is relevant to the ship concerned; .2 the safety management system provided by the Company for the ship concerned includes key elements of this Code and has been assessed during the audit for issuance of the Document of Compliance or demonstrated for issuance of the Interim Document of Compliance; .3 the Company has planned the internal audit of the ship within three months; .4 the master and officers are familiar with the safety management system and the planned arrangements for its implementation; .5 instructions, which have been identified as being essential, are provided prior to sailing; and .6 relevant information on the safety management system has been given in a working language or languages understood by the ship’s personnel.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000077,General Compliance,"15 VERIFICATION 15.1 All verifications required by the provisions of this Code should be carried out in accordance with procedures acceptable to the Administration, taking into account the guidelines developed by the Organization*.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000078,General Compliance,"*: Refer to the Revised Guidelines on implementation of the International Safety Management (ISM) Code by Administrations adopted by the Organization by resolution A.1071 (28) 16 FORMS OF CERTIFICATES 16.1 The Document of Compliance, the Safety Management Certificate, the Interim Document of Compliance and the Interim Safety Management Certificate should be drawn up in a form corresponding to the models given in the appendix to this Code.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000079,General Compliance,"If the language used is neither English nor French, the text should include a translation into one of these languages.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Safety Management,Safety Management,ism-code-e.pdf
CTRL_000080,Cybersecurity,"I:\CIRC\MSC-FAL\1\MSC-FAL.1-Circ.3-Rev.3.docx E 4 ALBERT EMBANKMENT LONDON SE1 7SR Telephone: +44 (0)20 7735 7611 Fax: +44 (0)20 7587 3210 MSC-FAL.1/Circ.3/Rev.3 4 April 2025 GUIDELINES ON MARITIME CYBER RISK MANAGEMENT 1 The Facilitation Committee, at its forty-first session (4 to 7 April 2017), and the Maritime Safety Committee, at its ninety-eighth session (7 to 16 June 2017), having considered the urgent need to raise awareness on cyber risk threats and vulnerabilities, approved the Guidelines on maritime cyber risk management.",Preventive,Not Specified,Reduce operational and compliance risks,Cyber Risk Management,Cyber Risk Management,MSC-FAL.1-Circ.3-Rev.3.pdf
CTRL_000081,General Compliance,"3 The Maritime Safety Committee, at its 104th session (4 to 8 October 2021), and the Facilitation Committee, at its forty-sixth session (9 to 13 May 2022), approved an update to the additional guidance and standards included in paragraph 4.2 of the Guidelines.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Cyber Risk Management,Cyber Risk Management,MSC-FAL.1-Circ.3-Rev.3.pdf
CTRL_000082,Cybersecurity,"4 The Maritime Safety Committee, at its 108th session (15 to 24 May 2024), and the Facilitation Committee, at its forty-ninth session (10 to 14 March 2025), approved a revision to the Guidelines on maritime cyber risk management, as set out in the annex.",Preventive,Not Specified,Reduce operational and compliance risks,Cyber Risk Management,Cyber Risk Management,MSC-FAL.1-Circ.3-Rev.3.pdf
CTRL_000083,General Compliance,"1.2 Stakeholders should take the necessary steps to safeguard shipping from current and emerging threats and vulnerabilities related to digitalization, integration and automation of processes and systems in shipping.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Cyber Risk Management,Cyber Risk Management,MSC-FAL.1-Circ.3-Rev.3.pdf
CTRL_000084,Risk Management,"1.3 For details and guidance related to the development and implementation of specific risk management processes, users of these Guidelines should refer to specific Member Governments' and flag Administrations' requirements and guidance, as well as relevant international and industry standards and best practices.",Preventive,Not Specified,Reduce operational and compliance risks,Cyber Risk Management,Cyber Risk Management,MSC-FAL.1-Circ.3-Rev.3.pdf
CTRL_000085,Security Management,"In this regard, the Guidelines are complementary to the safety and security management practices established by this Organization.",Preventive,Not Specified,Improve maritime security controls,Cyber Risk Management,Cyber Risk Management,MSC-FAL.1-Circ.3-Rev.3.pdf
CTRL_000086,Cybersecurity,"Cyber risk management means the process of identifying, analysing, assessing and communicating a cyber-related risk and tolerating, terminating, transferring or treating it to an acceptable level by taking into consideration the costs and benefits of actions taken by stakeholders.",Preventive,Not Specified,Reduce operational and compliance risks,Cyber Risk Management,Cyber Risk Management,MSC-FAL.1-Circ.3-Rev.3.pdf
CTRL_000087,Audit & Monitoring,Operational technology (OT) refers to CBSs that are focused on the use of data to control or monitor physical processes (e.g.,Preventive,Not Specified,Ensure compliance with regulatory requirements,Cyber Risk Management,Cyber Risk Management,MSC-FAL.1-Circ.3-Rev.3.pdf
CTRL_000088,Security Management,"2.2 Background 2.2.1 Digital technologies, including CBS, have become essential to the operation and management of numerous systems critical to the safety and security of shipping and protection of the marine environment.",Preventive,Not Specified,Improve maritime security controls,Cyber Risk Management,Cyber Risk Management,MSC-FAL.1-Circ.3-Rev.3.pdf
CTRL_000089,Cybersecurity,"However, the vulnerabilities created by accessing, interconnecting or networking with these systems can lead to cyberthreats and risks which should be addressed.",Preventive,Not Specified,Reduce operational and compliance risks,Cyber Risk Management,Cyber Risk Management,MSC-FAL.1-Circ.3-Rev.3.pdf
CTRL_000090,General Compliance,"2.2.2 When looking at CBSs, the distinction between information technology (IT) and operational technology (OT) systems should be considered.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Cyber Risk Management,Cyber Risk Management,MSC-FAL.1-Circ.3-Rev.3.pdf
CTRL_000091,General Compliance,"Furthermore, the protection of information during data exchange, storage and usage within these systems should also be considered.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Cyber Risk Management,Cyber Risk Management,MSC-FAL.1-Circ.3-Rev.3.pdf
CTRL_000092,General Compliance,"Therefore, OT systems should be segmented from IT systems, protected from Internet-facing systems and have appropriate protection tools.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Cyber Risk Management,Cyber Risk Management,MSC-FAL.1-Circ.3-Rev.3.pdf
CTRL_000093,Cybersecurity,Effective cyber risk management should consider assessing and addressing both kinds of threats.,Preventive,Not Specified,Reduce operational and compliance risks,Cyber Risk Management,Cyber Risk Management,MSC-FAL.1-Circ.3-Rev.3.pdf
CTRL_000094,Cybersecurity,"2.2.6 Effective cyber risk management should also consider risks posed by third-party vendors, embedded systems, and cyberthreats related to software and hardware supply chains of systems used in shipping.",Preventive,Not Specified,Reduce operational and compliance risks,Cyber Risk Management,Cyber Risk Management,MSC-FAL.1-Circ.3-Rev.3.pdf
CTRL_000095,Operational Maintenance,Account should also be taken of CBS maintenance devices and systems.,Preventive,Not Specified,Ensure operational reliability,Cyber Risk Management,Cyber Risk Management,MSC-FAL.1-Circ.3-Rev.3.pdf
CTRL_000096,Cybersecurity,"2.2.8 In considering potential sources of threats and vulnerabilities and associated risk mitigation strategies, a number of potential control options for cyber risk management should be taken into account, including amongst others, management, operational or procedural, and technical controls.",Preventive,Not Specified,Reduce operational and compliance risks,Cyber Risk Management,Cyber Risk Management,MSC-FAL.1-Circ.3-Rev.3.pdf
CTRL_000097,General Compliance,"Ships with limited digital systems may find a simple application of these Guidelines to be sufficient; however, ships with complex digital systems may require a greater level of care and should seek additional resources through reputable industry and Government partners.",Preventive,Not Specified,Ensure compliance with regulatory requirements,Cyber Risk Management,Cyber Risk Management,MSC-FAL.1-Circ.3-Rev.3.pdf
